L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Merged  Entry
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Lip Plumping Device,"['(Beauty, Tools & Accessories, Skin Care Tools, Lip Plumping Devices)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Lip Plumping Devices)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Skin Moisture Analysers,"['(Beauty, Tools & Accessories, Skin Care Tools, Skin Moisture Analysers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Wrinkle & Anti-Ageing Devices,"['(Beauty, Tools & Accessories, Skin Care Tools, Wrinkle & Anti-Ageing Devices)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Wrinkle & Anti-Ageing Devices)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Bath & Shower,Bath & Body,"Soaps, Body Wash & Shower Gel",Body Wash,"['(Health & Personal Care, Bath & Shower)']['(Fashion, Beauty, Skin Care, Body, Body & Bath, Cleansers, Body Wash Oils)', '(Fashion, Beauty, Skin Care, Body, Body & Bath, Cleansers, Body Wash Gels)']['(Beauty, Skin Care, Body, Body & Bath, Body Washes, Body Creams)', '(Beauty, Skin Care, Body, Body & Bath, Body Washes, Mousses)']['(Beauty, Bath & Body, Cleansers, Body Wash Gels)', '(Fashion, Beauty, Bath & Body, Cleansers, Body Wash Gels)']['(Beauty, Skin Care, Body, Body & Bath, Cleansers, Body Wash Gels)']['(Beauty, Skin Care, Body, Body & Bath, Body Washes, Body Lotions)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Cleansers,Bath & Body,"Soaps, Body Wash & Shower Gel",Body Wash Oils,"['(Fashion, Beauty, Bath & Body, Cleansers, Body Wash Oils)']['(Beauty, Bath & Body, Cleansers, Body Wash Oils)']['(Beauty, Skin Care, Body, Body & Bath, Cleansers, Body Wash Oils)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Cleansers,Bath & Body,"Soaps, Body Wash & Shower Gel",Hand Wash,"['(Beauty, Bath & Body, Cleansers, Hand Wash)', '(Fashion, Beauty, Bath & Body, Cleansers, Hand Wash)', '(Fashion, Beauty, Skin Care, Body, Body & Bath, Cleansers, Hand Wash)']['(Beauty, Skin Care, Body, Body & Bath, Cleansers, Hand Wash)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Body Washes,Bath & Body,"Soaps, Body Wash & Shower Gel",Mousse,"['(Beauty, Bath & Body, Body Washes, Mousses)', '(Fashion, Beauty, Bath & Body, Body Washes, Mousses)', '(Fashion, Beauty, Skin Care, Body, Body & Bath, Body Washes, Mousses)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Body Care,Bath & Body,"Soaps, Body Wash & Shower Gel",Shower Steamer,"['(Beauty, Skin Care, Body, Body & Bath, Bath Additives, Shower Steamers)', '(Fashion, Beauty, Skin Care, Body, Body & Bath, Bath Additives, Shower Steamers)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Cleansers,Bath & Body,"Soaps, Body Wash & Shower Gel",Solid Soap Bars,"['(Fashion, Beauty, Bath & Body, Cleansers, Solid Soap Bars)']['(Beauty, Bath & Body, Cleansers, Solid Soap Bars)']"
Beauty & Personal Care,Skincare,Skincare,Sun Care,Skincare,Sun Care,Body Sunscreen,"['(Beauty, Skin Care, Sun Care, Body Sunscreen)', '(Fashion, Beauty, Skin Care, Sun Care, Body Sunscreen)']['(Beauty, Skin Care, Face, Sunscreen & Aftercare, Sunscreen)', '(Fashion, Beauty, Skin Care, Face, Sunscreen & Aftercare, Sunscreen)']"
Beauty & Personal Care,Skincare,Skincare,Sun Care,Skincare,Sun Care,Self Tanner,"['(Beauty, Skin Care, Sun Care, Facial Self Tanners & Bronzers)', '(Fashion, Beauty, Skin Care, Sun Care, Facial Self Tanners & Bronzers)']"
Beauty & Personal Care,Personal Hygiene,Personal Hygiene,Personal Care Appliances,Oral Care,Toothpastes & Toothbrushes,Electric Toothbrush,"['(Personal Care, Personal Care Appliances)'][""(Baby, Baby Care, Health Care, Dental Care, Children's Oral Care, Electric Toothbrushes & Accessories, Electric Toothbrushes)""]['(Health & Personal Care, Personal Care & Health Appliances)']"
Beauty & Personal Care,Oral Care,Oral Care,Children's Oral Care,Oral Care,Toothpastes & Toothbrushes,Electric Toothbrush Replacement Brush Heads,"[""(Baby, Baby Care, Health Care, Dental Care, Children's Oral Care, Electric Toothbrushes & Accessories, Replacement Brush Heads)""]"
Beauty & Personal Care,Oral Care,Oral Care,Toothpaste,Oral Care,Toothpastes & Toothbrushes,Fluoride Toothpaste,"['(Health & Personal Care, Oral Care)']"
Beauty & Personal Care,Oral Care,Oral Care,Dental Care,Oral Care,Toothpastes & Toothbrushes,Manual Toothbrushes,"[""(Baby, Baby Care, Health Care, Dental Care, Children's Oral Care, Manual Toothbrushes)""]"
Beauty & Personal Care,Oral Care,Oral Care,Dental Care,Oral Care,Toothpastes & Toothbrushes,Toothpaste,"['(Baby, Baby Care, Health Care, Dental Care, Oral Care, Baby Toothpaste)', ""(Baby, Baby Care, Health Care, Dental Care, Children's Oral Care, Toothpastes)""]"
Beauty & Personal Care,Personal Hygiene,Personal Hygiene,Intimate Care Products,Personal Hygiene,Wipes & Intimate Hygiene,Intimate Wash,"['(Personal Care, Intimate Care & Hygiene Products)']"
