L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Theology,"['Kindle eBooks, Religion and Spirituality, Theology']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Theology & Philosophy of Religion,"['Books, Religion & Spirituality, Religious Studies, Theology & Philosophy of Religion']"
"Books, Music & Movies",Books,Books,Religion and Spirituality,Books,Religion & Spirituality,"Tribal, Indigenous & Folk","['Kindle eBooks, Religion and Spirituality, Tribal, Indegenous & Folk']"
"Books, Music & Movies",Books,Children's Books,Religion,Books,Religion,Christianity,"['Books, Children's Books, Religion, Christianity, Jesus', 'Books, Children's Books, Religion, Christianity, Prayer', 'Books, Children's Books, Religion, Christianity, Bible']"
"Books, Music & Movies",Books,Children's Books,Religion,Books,Religion,Hinduism,"['Books, Children's Books, Religion, Hinduism']"
"Books, Music & Movies",Books,Children's Books,Religion,Books,Religion,Islam,"['Books, Children's Books, Religion, Islam']"
"Books, Music & Movies",Books,Children's Books,Religion,Books,Religion,Judaism,"['Books, Children's Books, Religion, Judaism']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religious Studies,Confucian,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Confucian']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religious Studies,History of Religion,"['Books, Religion & Spirituality, Religious Studies, History of Religion']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Adaptations,"['Books, Romance, Adaptations', 'Kindle eBooks, Romance, Adaptations']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Alpha Male,"['Books, Romance, Alpha Male']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,American,"['Kindle eBooks, Romance, Historical, American']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Amish,"['Books, Romance, Amish', 'Kindle eBooks, Romance, Amish']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Angels,"['Books, Romance, Paranormal, Angels', 'Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Angels']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Audiobook,"['Audible Books & Originals, Romance']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Billionaires & Millionaires,"['Books, Romance, Billionaires & Millionaires', 'Kindle eBooks, Romance, Billionaires & Millionaires']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Clean & Wholesome,"['Books, Romance, Clean & Wholesome', 'Kindle eBooks, Romance, Clean & Wholesome']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Collections & Anthologies,"['Books, Literature & Fiction, Romance, Collections & Anthologies', 'Books, Romance, Collections & Anthologies', 'Kindle eBooks, Romance, Collections & Anthologies']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Contemporary,"['Books, Romance, Contemporary', 'Kindle eBooks, Romance, Contemporary']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Demons & Devils,"['Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Demons & Devils']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Enemies to Lovers,"['Books, Romance, Enemies to Lovers']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Firefighters,"['Books, Romance, Romance in Uniform, Firefighters', 'Kindle eBooks, Romance, Romance in Uniform, Firefighters']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Gay,"['Kindle eBooks, Romance, LGBTQ+, Gay']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Ghosts,"['Books, Romance, Paranormal, Ghosts', 'Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Ghosts']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Gilded Age,"['Kindle eBooks, Romance, Historical, Gilded Age']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Gothic,"['Books, Romance, Gothic', 'Kindle eBooks, Romance, Gothic']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Historical,"['Books, Romance, Historical, Viking', 'Books, Romance, Historical, Gilded Age', 'Books, Romance, Historical, Victorian', 'Books, Romance, Historical, Regency', 'Books, Romance, Historical, Ancient World', 'Books, Romance, Historical, Renaissance', 'Books, Romance, Historical, Medieval', 'Books, Romance, Historical, 20th Century', 'Books, Romance, Historical, American', 'Books, Romance, Historical, Tudor', 'Kindle eBooks, Romance, Historical, Ancient World', 'Kindle eBooks, Romance, Historical, 20th Century', 'Books, Romance, Historical, Scottish, Highlanders', 'Kindle eBooks, Romance, Historical, Regency', 'Kindle eBooks, Romance, Historical, Mediaeval', 'Kindle eBooks, Romance, Historical, Scottish, Highlanders']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Later in Life,"['Books, Romance, Later in Life', 'Kindle eBooks, Romance, Later in Life']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Lesbian,"['Kindle eBooks, Romance, LGBTQ+, Lesbian']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Love Triangle,"['Books, Romance, Love Triangle', 'Kindle eBooks, Romance, Love Triangle']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Mafia Romance,"['Books, Romance, Mafia Romance', 'Kindle eBooks, Romance, Mafia Romance']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Magic,"['Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Magic']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Multicultural & Interracial,"['Books, Romance, Multicultural & Interracial', 'Kindle eBooks, Romance, Multicultural & Interracial']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,New Adult & College,"['Books, Romance, New Adult & College', 'Kindle eBooks, Romance, New Adult & College Romance']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Romance,Paranormal Romance,"['Books, Literature & Fiction, Romance, Paranormal, Magic', 'Books, Romance, Paranormal, Psychics', 'Books, Romance, Paranormal, Magic', 'Books, Romance, Paranormal, Witches & Wizards', 'Books, Romance, Paranormal, Demons & Devils', 'Books, Romance, Paranormal, Werewolves & Shifters', 'Books, Romance, Paranormal, Vampires']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Polyamory,"['Books, Romance, Polyamory', 'Kindle eBooks, Romance, Polyamory']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Psychics,"['Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Psychics']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Romance,Romance,"['Books, Literature & Fiction, Romance, Billionaires & Millionaires', 'Books, Literature & Fiction, Romance, Action & Adventure', 'Books, Literature & Fiction, Romance, Historical, Scottish, Highlanders', 'Books, Literature & Fiction, Romance, Historical, Gilded Age', 'Books, Literature & Fiction, Romance, Amish', 'Books, Literature & Fiction, Romance, Historical, Viking', 'Books, Literature & Fiction, Romance, Historical, Regency', 'Books, Literature & Fiction, Romance, Mafia Romance', 'Books, Literature & Fiction, Romance, Historical, Renaissance', 'Books, Literature & Fiction, Romance, Paranormal, Ghosts', 'Books, Literature & Fiction, Romance, Historical, 20th Century', 'Books, Literature & Fiction, Romance, Historical, American', 'Books, Literature & Fiction, Romance, Gothic', 'Books, Literature & Fiction, Romance, Paranormal, Psychics', 'Books, Literature & Fiction, Romance, New Adult & College', 'Books, Literature & Fiction, Romance, Paranormal, Demons & Devils', 'Books, Literature & Fiction, Romance, Historical, Medieval', 'Books, Literature & Fiction, Romance, Paranormal, Witches & Wizards', 'Books, Literature & Fiction, Romance, Holidays, Christmas', 'Books, Literature & Fiction, Romance, Paranormal, Angels', 'Books, Literature & Fiction, Romance, Romance in Uniform, Military', 'Books, Literature & Fiction, Romance, Romance in Uniform, Firefighters', 'Books, Literature & Fiction, Romance, Alpha Male', 'Books, Literature & Fiction, Romance, Sports', 'Books, Literature & Fiction, Romance, Workplace Romance', 'Books, Literature & Fiction, Romance, Western & Frontier', 'Books, Literature & Fiction, Romance, Polyamory', 'Books, Literature & Fiction, Romance, Historical, Ancient World', 'Books, Literature & Fiction, Romance, Romance in Uniform, Police', 'Books, Literature & Fiction, Romance, Romance in Uniform, Medical', 'Books, Literature & Fiction, Romance, Historical, Victorian', 'Books, Literature & Fiction, Romance, Later in Life', 'Books, Literature & Fiction, Romance, Paranormal, Werewolves & Shifters', 'Books, Literature & Fiction, Romance, Contemporary', 'Books, Literature & Fiction, Romance, Science Fiction', 'Books, Literature & Fiction, Romance, Clean & Wholesome', 'Books, Literature & Fiction, Romance, Time Travel', 'Books, Literature & Fiction, Romance, Love Triangle', 'Books, Literature & Fiction, Romance, Enemies to Lovers', 'Books, Literature & Fiction, Romance, Fantasy', 'Books, Literature & Fiction, Romance, Small Town Romance', 'Books, Literature & Fiction, Romance, Multicultural & Interracial', 'Books, Literature & Fiction, Romance, Paranormal, Vampires', 'Books, Literature & Fiction, Romance, Historical, Tudor']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Romance,Romantic Comedy,"['Books, Literature & Fiction, Romance, Romantic Comedy', 'Books, Romance, Romantic Comedy', 'Kindle eBooks, Romance, Romantic Comedy']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Romance,Romantic Suspense,"['Books, Literature & Fiction, Romance, Romantic Suspense', 'Books, Romance, Romantic Suspense']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Small Town Romance,"['Books, Romance, Small Town Romance', 'Kindle eBooks, Romance, Small Town Romance']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Time Travel,"['Books, Romance, Time Travel', 'Kindle eBooks, Romance, Time Travel']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Tudor,"['Kindle eBooks, Romance, Historical, Tudor']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Vampires,"['Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Vampires']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Victorian,"['Kindle eBooks, Romance, Historical, Victorian']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Werewolves & Shifters,"['Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Werewolves & Shifters']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Western & Frontier,"['Books, Romance, Western & Frontier', 'Kindle eBooks, Romance, Western & Frontier']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Witches & Wizards,"['Kindle eBooks, Romance, Fantasy, Futuristic & Ghost, Witches & Wizards']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,Workplace Romance,"['Books, Romance, Workplace Romance']"
"Books, Music & Movies",Books,Books,Romance,Books,Romance,eBook,"['Kindle eBooks, Romance, Enemies to Lovers', 'Kindle eBooks, Romance, Alpha Male', 'Kindle eBooks, Romance, LGBTQ+, Bisexual', 'Kindle eBooks, Romance, Romance in Uniform, Medical', 'Kindle eBooks, Romance, Historical, Viking', 'Kindle eBooks, Romance, Workplace Romance', 'Kindle eBooks, Romance, Romance in Uniform, Police']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,IGCSE,"['Kindle eBooks, School Books, International School Boards, IGCSE']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,International Baccalaureate,"['Kindle eBooks, School Books, International School Boards, International Baccalaureate']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,Kindle eBooks,"['Kindle eBooks, School Books, State Education Boards']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,NTSE,"['Books, School Books, Olympiads & Scholarship Exams, NTSE', 'Kindle eBooks, School Books, Olympiads & Scholarship Exams, NTSE']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,Olympiads,"['Books, School Books, Olympiads & Scholarship Exams, Olympiads', 'Kindle eBooks, School Books, Olympiads & Scholarship Exams, Olympiads']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,Open Schooling,"['Books, School Books, Open Schooling']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,Question Papers,"['Books, School Books, CBSE, Question Papers', 'Kindle eBooks, School Books, CBSE, Question Papers', 'Kindle eBooks, School Books, CISCE, Question Papers']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,Reference & Guide Books,"['Books, School Books, CISCE, Reference & Guide Books', 'Kindle eBooks, School Books, CISCE, Reference & Guide Books']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,Reference Books,"['Books, School Books, CBSE, Reference Books', 'Kindle eBooks, School Books, CBSE, Reference Books']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,School Atlases,"['Books, School Books, School Atlases']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,School Level Scholarship,"['Books, School Books, Olympiads & Scholarship Exams, School Level Scholarship', 'Kindle eBooks, School Books, Olympiads & Scholarship Exams, School Level Scholarship']"
"Books, Music & Movies",Books,Books,School Books,Books,School Books,State Education Boards,"['Books, School Books, State Education Boards, Goa', 'Books, School Books, State Education Boards, Andhra Pradesh', 'Books, School Books, State Education Boards, Bihar', 'Books, School Books, State Education Boards, Gujarat', 'Books, School Books, State Education Boards, Jammu & Kashmir', 'Books, School Books, State Education Boards, Punjab', 'Books, School Books, State Education Boards, Chattisgarh', 'Books, School Books, State Education Boards, Arunachal Pradesh', 'Books, School Books, State Education Boards, Nagaland', 'Books, School Books, State Education Boards, Tripura', 'Books, School Books, State Education Boards, Himachal Pradesh', 'Books, School Books, State Education Boards, Haryana', 'Books, School Books, State Education Boards, Madhya Pradesh', 'Books, School Books, State Education Boards, Meghalaya', 'Books, School Books, State Education Boards, Telangana', 'Books, School Books, State Education Boards, Karnataka', 'Books, School Books, State Education Boards, Rajasthan', 'Books, School Books, State Education Boards, Manipur', 'Books, School Books, State Education Boards, Maharashtra', 'Books, School Books, State Education Boards, Tamil Nadu', 'Books, School Books, State Education Boards, Uttarakhand', 'Books, School Books, State Education Boards, Uttar Pradesh', 'Books, School Books, State Education Boards, Jharkhand', 'Books, School Books, State Education Boards, West Bengal', 'Books, School Books, State Education Boards, Kerala', 'Books, School Books, State Education Boards, Orissa', 'Books, School Books, State Education Boards, Assam']"
